phage,host
JF937108,NZ_LN831039.1
JF937109,NZ_LN831039.1
NC_029045,NZ_CM001153
JF937104,NZ_LN831039.1
KU935726,NZ_LN831039.1
JF937106,NZ_LN831039.1
JF937107,NZ_LN831039.1
JF937100,NZ_LN831039.1
JF937101,NZ_LN831039.1
JF937102,NZ_LN831039.1
JF937103,NZ_LN831039.1
JX411620,NZ_LN831039.1
KT355471,LC361338
KP790011,NZ_JAAXPD010000001.1
KR781349,NZ_LN831039.1
NC_024136,NZ_LN831039.1
NC_001447,NC_010163.1
NC_028810,NZ_LN831039.1
NC_027372,NZ_NUFU01000011.1
MH834599,CP019892
NC_027374,NZ_NUFU01000011.1
NC_028815,NZ_LN831039.1
NC_028816,NZ_UWXU01000001
NC_027377,NZ_CP046062.1
NC_028819,NZ_CP023558.1
MH834596,CP019892
MH834597,LC361338
MH834594,LC361338
MH834595,QLNP01000098
NC_020081,NZ_CP011007.1
KT281789,NZ_LN831039.1
NC_024387,CP027029
NC_020080,NZ_UWXU01000001
MK433273,NZ_LN831039.1
MK433272,NZ_CABEIC010000001.1
MK433275,NZ_CABEIC010000001.1
MK433277,NZ_LN831039.1
KJ194581,NZ_LN831039.1
MK433279,NZ_LN831039.1
NC_025443,CP030026
MH632118,NZ_LN831039.1
MH632119,NZ_LN831039.1
KX621007,NZ_LN831039.1
KX621004,LC361338
KX621005,LC361338
NC_009334,NZ_CP035288.1
MF773750,NZ_LN831039.1
NC_009333,NZ_CP035288.1
NC_021538,NZ_LN831039.1
NC_021534,NZ_LK391965
NC_021535,NZ_LN831039.1
NC_021537,CP034692
NC_003288,NZ_CP023560
NC_021533,NZ_LN831039.1
MK524489,NZ_LN831039.1
MK524488,NZ_LN831039.1
MK524485,NZ_LN831039.1
MK524486,NZ_LN831039.1
KX855961,LC361338
KX855962,LC361338
KT309034,NZ_LN831039.1
KR063280,NZ_BAOP01000115.1
KR063281,NZ_BAOP01000115.1
NC_011308,CP011102
NC_004831,AP014565
MK061414,NZ_LN831039.1
MK061415,NZ_LN831039.1
MK061412,MTKC01000003
MK061413,QLNP01000098
MK061410,NZ_CABEIC010000001.1
MK061411,NZ_LN831039.1
KX588251,NZ_LN831039.1
MH450132,NZ_CABEIC010000001.1
MH450133,NZ_LN831039.1
MH450130,NZ_LN831039.1
MH450131,LC361338
JX042578,NZ_LN831039.1
JX042579,NZ_LN831039.1
JN831654,NZ_LN831039.1
NC_015464,LR134359
KM677210,NZ_LN831039.1
NC_010495,CP030026
NC_023688,NZ_CP021654.1
NC_023689,NZ_LN831039.1
KM101118,NZ_LN831039.1
KM101119,NZ_LN831039.1
NC_031254,LC361338
NC_031255,NZ_CABEIC010000001.1
NC_031256,NZ_LN831039.1
NC_031257,NZ_LN831039.1
NC_031250,CP030026
NC_031251,NZ_CABEIC010000001.1
NC_031252,LC361338
NC_031253,NZ_LN831039.1
KX611831,NZ_LN831039.1
NC_025829,NZ_NQCD01000010.1
NC_031258,CP030026
NC_031094,NZ_CP035306.1
NC_031095,NZ_JH603143.1
NC_031092,NZ_CP024819.1
KX641260,NZ_LN831039.1
KX641261,NZ_LN831039.1
KX641262,NZ_LN831039.1
KX641263,NZ_LN831039.1
KX641264,NZ_LN831039.1
KX641265,NZ_LN831039.1
KX641266,NZ_LN831039.1
NC_020484,NZ_JNIU01000001
NC_020488,NC_014965.1
MH590595,NZ_LN831039.1
NC_028785,NZ_LN831039.1
NC_007049,NZ_CP023560
NC_028788,NZ_CP019687.1
MH045563,CP019892
MH590594,NZ_LN831039.1
NC_012091,NZ_FOQB01000027.1
KY783914,NZ_LN831039.1
KX808129,NZ_LN831039.1
NC_018861,LR134359
NC_002669,NZ_PKRZ01000001.1
NC_002668,NZ_PKRZ01000001.1
NC_002667,NZ_PKRZ01000001.1
NC_023865,NC_012917.1
JX015524,NZ_LN831039.1
NC_023862,NZ_LN831039.1
NC_023863,NZ_AEZA01000001.1
NC_029029,NZ_CP025545.1
KT361920,NZ_LN831039.1
NC_029026,NZ_KZ846072.1
KX897981,NZ_LN831039.1
NC_019506,NC_008261.1
NC_030920,NZ_NUFU01000011.1
KM463009,NZ_LN831039.1
NC_030925,RKIY01000003
NC_030924,NZ_CABEIC010000001.1
NC_030927,NZ_CABEIC010000001.1
NC_022973,NZ_LN831039.1
MK310141,NZ_LN831039.1
MK310140,NZ_LN831039.1
MK310143,NZ_LN831039.1
MK310142,NZ_LN831039.1
MK310145,NZ_LN831039.1
MK310144,NZ_LN831039.1
KU728633,NZ_LN831039.1
NC_031035,NZ_LN831039.1
NC_031036,NZ_AP012544.1
NC_022791,NZ_FEBQ01000001.1
NC_031031,NZ_CABEIC010000001.1
NC_011023,NZ_LN831039.1
NC_017688,NZ_PKRZ01000001.1
NC_012419,NZ_KZ846072.1
NC_007045,NZ_CP023560
KJ433975,NZ_LN831039.1
NC_007046,NZ_CP023560
NC_016655,NZ_CP027793.1
MK279888,NZ_LN831039.1
MK279889,NZ_LN831039.1
KJ538722,NZ_LN831039.1
KJ538723,NZ_LN831039.1
MK279882,NZ_LN831039.1
MK279883,NZ_LN831039.1
MK279880,LC361338
MK279881,NZ_LN831039.1
MK279886,LC361338
MK279887,NZ_LN831039.1
MK279884,LC361338
MK279885,NZ_LN831039.1
KM925136,NZ_LN831039.1
NC_009235,NZ_CP008781.1
NC_016166,NZ_CABEIC010000001.1
NC_009237,NC_007651.1
NC_009236,NZ_CP008781.1
NC_009231,NZ_CP019870.1
KX369583,NZ_LN831039.1
KM591905,NZ_LN831039.1
KM591906,NZ_LN831039.1
JN572061,NZ_LN831039.1
KJ567045,NZ_LN831039.1
KJ567044,NZ_LN831039.1
KJ567041,NZ_LN831039.1
NC_009127,MH202953
NC_028798,NZ_LN831039.1
NC_028796,NZ_LN831039.1
NC_028795,NZ_MWMD01000001.1
NC_028791,NZ_LN831039.1
JF937110,NZ_LN831039.1
NC_019514,NC_013961.1
KT355473,LC361338
NC_019511,NZ_CP023560
NC_019510,NC_013961.1
NC_019513,NZ_CP023560
KX579975,NZ_LN831039.1
KX576638,NZ_LN831039.1
MK376957,NZ_CABEIC010000001.1
NC_028744,NZ_LN831039.1
KT454972,NZ_LN831039.1
KX576641,LC361338
KX576640,LC361338
KX576643,NZ_LN831039.1
KX576642,LC361338
KX576645,NZ_LN831039.1
KX576644,NZ_LN831039.1
KX576647,NZ_LN831039.1
KX576646,NZ_LN831039.1
NC_028865,NZ_FNSA01000003
NC_001270,NZ_PETF01000001
NC_028747,NZ_LN831039.1
NC_028861,NZ_LN831039.1
NC_028860,NZ_LN831039.1
NC_028862,NZ_CP023560
NC_028869,NZ_LN831039.1
KT020852,NZ_LN831039.1
NC_019421,NZ_CP019870.1
NC_019422,NZ_CP019870.1
NC_009904,NZ_KZ846072.1
KY012363,NZ_LN831039.1
NC_021329,CP034692
NC_021328,NZ_FOTC01000001
NC_014661,NZ_KB849702.1
NC_021325,NC_008261.1
NC_021324,NZ_LN831039.1
NC_021327,NZ_AOLS01000062
NC_021326,NZ_CP023560
NC_021321,CP034692
NC_021320,CP034692
NC_021323,NZ_CP023560
NC_014663,NZ_KB849702.1
KT246485,NZ_LN831039.1
NC_028870,NZ_UWXU01000001
KT246486,NZ_LN831039.1
NC_028871,CP027029
KY969628,NZ_LN831039.1
NC_028932,NZ_LN831039.1
KX620786,NZ_LN831039.1
MH271295,NZ_CABEIC010000001.1
MH271296,NZ_CABEIC010000001.1
MH271297,NC_012490.1
MH271291,NC_012490.1
MH271292,CP019892
NC_001650,MF925712
NC_021783,CP030026
MH271299,NC_012490.1
MK061409,NZ_LN831039.1
MK061408,NZ_LN831039.1
MK061407,NZ_LN831039.1
MK061406,NZ_CABEIC010000001.1
NC_013645,NZ_CP035306.1
KT365397,NZ_LN831039.1
MH450125,LC361338
MH450124,NZ_LN831039.1
MH450127,NZ_LN831039.1
MH450126,NZ_LN831039.1
MH450121,LC361338
NC_022972,LC361338
MH450123,LC361338
MH450122,NZ_LN831039.1
NC_003387,NZ_LN831039.1
NC_003387,CP018363
MH450129,NZ_CABEIC010000001.1
MH450128,NZ_LN831039.1
NC_021868,NZ_FEBQ01000001.1
NC_013152,NZ_PKRZ01000001.1
NC_007059,NZ_CP023560
NC_002703,NZ_PKRZ01000001.1
MH479920,NZ_LN831039.1
MH479921,NZ_LN831039.1
MH479922,CP019892
MH479923,NZ_CABEIC010000001.1
MH479924,NZ_CABEIC010000001.1
MH479925,NZ_CABEIC010000001.1
MH479926,LC361338
KU716095,NZ_LN831039.1
KU716094,NZ_LN831039.1
NC_024371,NZ_LN831039.1
NC_024370,NZ_FEBQ01000001.1
KX808131,NZ_LN831039.1
KX808132,NZ_LN831039.1
NC_024378,NZ_CP046062.1
NC_019512,NC_017379.1
NC_020478,NZ_CP011007.1
NC_020479,NZ_CP011007.1
MF038790,LC361338
MF038791,LC361338
NC_020477,NZ_CP011007.1
NC_002670,NZ_PKRZ01000001.1
NC_002671,NZ_PKRZ01000001.1
MF072690,NZ_LN831039.1
NC_029019,NC_011071.1
NC_029018,NZ_LN831039.1
NC_029016,NZ_KZ846072.1
NC_029014,NZ_SPGG01000010.1
NC_029013,NZ_CP024819.1
NC_029012,NZ_CP050956.1
NC_029010,NZ_CP023560
NC_024209,NZ_LN831039.1
MH230876,NZ_LN831039.1
MH230875,NZ_LN831039.1
MH230874,NZ_LN831039.1
NC_030932,NZ_JAAXPD010000001.1
NC_030933,NZ_CP023560
NC_030930,NZ_CABEIC010000001.1
NC_030936,NZ_CABEIC010000001.1
JQ684677,NZ_LN831039.1
MH230879,NZ_LN831039.1
JX649097,NZ_LN831039.1
MK310138,NZ_LN831039.1
MK310139,NZ_LN831039.1
NC_027119,CP030026
KT279576,NZ_LN831039.1
MF541410,NZ_OCQN01000001
NC_031281,NZ_LN831039.1
NC_021335,CP034692
MH834606,QLNP01000098
KU963246,NZ_CABEIC010000001.1
KX685355,NZ_LN831039.1
KU963245,NZ_CABEIC010000001.1
NC_021330,NZ_AOLS01000062
KU297783,NZ_LN831039.1
NC_028659,NZ_UWXU01000001
NC_028654,NZ_LN831039.1
NC_028653,NZ_CABEIC010000001.1
KU963248,NZ_CABEIC010000001.1
KU963249,NZ_CABEIC010000001.1
KX712238,NZ_LN831039.1
MK279898,NZ_LN831039.1
MK279895,NZ_LN831039.1
MK279894,NZ_LN831039.1
KX712236,NC_012490.1
MK279896,LC361338
MK279891,NZ_LN831039.1
MK279890,NZ_LN831039.1
MK279893,NZ_CABEIC010000001.1
MK279892,LC361338
MF472896,NZ_LN831039.1
NC_016764,NZ_PHHD01000001.1
NC_007051,NZ_CP023560
NC_007050,NZ_CP023560
KM677211,NZ_LN831039.1
NC_019933,NZ_CP009016.1
NC_030934,NZ_FOQB01000027.1
NC_019932,NC_013961.1
NC_028782,NZ_NUFU01000011.1
NC_028783,NC_022112.1
NC_028784,NZ_LN831039.1
NC_019931,NC_017379.1
NC_028786,NZ_UWXU01000001
KX522943,NZ_LN831039.1
KU255188,NZ_LN831039.1
NC_019930,NZ_HF571038
NC_013598,NZ_CP035306.1
KR997934,NZ_LN831039.1
NC_019504,NC_013961.1
KR997931,NZ_LN831039.1
KR997932,NZ_LN831039.1
KR997933,NZ_LN831039.1
NC_030935,NZ_CP022580.1
NC_009820,NZ_LN831039.1
NC_019508,NC_008261.1
NC_008193,NZ_CP028926.1
NC_008197,NZ_LN831039.1
NC_008197,CP020809
NC_008196,NZ_LN831039.1
NC_008196,CP020809
NC_008195,NZ_LN831039.1
NC_008195,CP020809
NC_008194,NZ_LN831039.1
NC_008194,CP020809
NC_008199,NZ_LN831039.1
NC_008199,CP020809
NC_008198,NZ_LN831039.1
NC_008198,CP020809
MH020243,NZ_LN831039.1
MH020242,NZ_LN831039.1
MH020241,NZ_CABEIC010000001.1
MH020240,NZ_LN831039.1
MH020247,NZ_LN831039.1
MH020246,NZ_LN831039.1
MH020245,NZ_LN831039.1
MH020244,NZ_LN831039.1
MH020249,NZ_LN831039.1
MH020248,NZ_LN831039.1
NC_028878,NZ_LN831039.1
NC_009737,RKIY01000003
MG839026,CP019892
MG839027,CP019892
MF140413,NZ_LN831039.1
MG839025,CP019892
JN698991,NZ_LN831039.1
JN698990,NZ_LN831039.1
MF140415,LC361338
MF140414,NZ_LN831039.1
NC_019418,NC_012924.1
MG839020,CP019892
NC_021339,NZ_CM001889
NC_021336,NZ_CM000719.1
NC_021334,NZ_LN831039.1
NC_002747,NZ_PKRZ01000001.1
KU578077,NZ_LN831039.1
NC_028876,NZ_LN831039.1
NC_026421,MF925712
MF140418,LC361338
NC_028877,NZ_LN831039.1
NC_006949,AP014565
MK359345,NZ_LN831039.1
MK359346,NZ_LN831039.1
NC_020862,NVUC01000001
NC_010763,NZ_LN831039.1
MH590604,CP019892
NC_023722,NZ_CP027793.1
MK359340,NZ_LN831039.1
NC_028874,NZ_LN831039.1
MF472895,NZ_LN831039.1
MH590602,NZ_LN831039.1
MH834628,LC361338
MH834629,QLNP01000098
NC_007058,NZ_CP023560
NC_003309,NC_007651.1
KX611788,NC_012490.1
MH834620,QLNP01000098
MH834621,QLNP01000098
MH834622,QLNP01000098
MK359343,NZ_LN831039.1
MH834624,QLNP01000098
MH834625,QLNP01000098
MH834626,CP019892
MF472892,NZ_LN831039.1
KT895280,NZ_LN831039.1
KX550443,NZ_LN831039.1
KX550442,NZ_LN831039.1
KX550441,NZ_LN831039.1
KM347890,NZ_LN831039.1
NC_002796,NZ_PKRZ01000001.1
NC_023729,NZ_LN831039.1
NC_023728,NZ_LN831039.1
MF668288,NZ_LN831039.1
KU997639,NZ_LN831039.1
NC_023610,NC_013961.1
NC_019524,NZ_CP045769.1
NC_015254,NZ_CP023643.1
MH727548,NZ_LN831039.1
MF190168,NZ_LN831039.1
MH536827,NZ_LN831039.1
MH536826,NZ_CABEIC010000001.1
MH536825,NZ_LN831039.1
MH536824,NZ_CABEIC010000001.1
MH001448,NZ_LN831039.1
MH001449,NZ_LN831039.1
MH536821,NZ_LN831039.1
MH536820,NZ_LN831039.1
MH001446,NZ_LN831039.1
MH001447,NZ_LN831039.1
NC_012092,NZ_FOQB01000027.1
KX592589,NZ_LN831039.1
MH536829,NZ_LN831039.1
MH536828,NZ_LN831039.1
NC_021801,NZ_CP023560
NC_011216,NZ_MUTR01000001.1
NC_024148,NZ_LN831039.1
NC_024147,NZ_LN831039.1
KX574454,NZ_LN831039.1
NC_024145,NZ_LN831039.1
NC_024143,NZ_LN831039.1
NC_024141,NZ_LN831039.1
NC_022988,NZ_LN831039.1
NC_024787,CP027029
NC_024366,NZ_LN831039.1
NC_024364,CP027029
NC_024365,NZ_FOQB01000027.1
NC_024362,NZ_FOQB01000027.1
NC_024363,NZ_LN831039.1
NC_024360,CP027029
NC_024361,NZ_FEBQ01000001.1
NC_024368,NZ_LN831039.1
KT880194,NZ_LN831039.1
MH926055,NZ_LN831039.1
NC_028928,NZ_LN831039.1
MH926059,NZ_LN831039.1
MH926058,NZ_LN831039.1
NC_025420,NZ_AP019750.1
MH834623,QLNP01000098
NC_004456,NZ_CP009467.1
KY702574,NZ_LN831039.1
NC_015269,AP014565
MH779510,NZ_CABEIC010000001.1
MH779511,NZ_LN831039.1
MH779512,CP019892
MH779513,NZ_LN831039.1
MH779514,NZ_LN831039.1
MH779515,NZ_LN831039.1
MH779516,NZ_LN831039.1
MH779517,NZ_LN831039.1
KT281790,NZ_LN831039.1
NC_029009,NZ_KZ846072.1
KT281792,NZ_LN831039.1
MH834627,QLNP01000098
KT281794,NZ_LN831039.1
KT281795,NZ_LN831039.1
KT281796,NZ_LN831039.1
MG845393,NZ_CABEIC010000001.1
MH338238,NZ_LN831039.1
NC_022331,NZ_LN831039.1
NC_022330,NZ_LN831039.1
NC_030907,NZ_BAOP01000115.1
NC_030906,NZ_BAOP01000115.1
NC_030905,NZ_CABEIC010000001.1
MH338239,NZ_LN831039.1
NC_030902,NZ_BAOP01000115.1
NC_030901,NZ_CABEIC010000001.1
KX664455,NZ_LN831039.1
MK284521,NZ_CABEIC010000001.1
MK112549,NZ_LN831039.1
MK284522,NZ_LN831039.1
MK112548,NZ_LN831039.1
NC_025426,NZ_CP023560
KF024722,NZ_LN831039.1
KT184694,NZ_LN831039.1
MF541409,NZ_OCQN01000001
NC_025427,NZ_JH719383.1
MF541407,NZ_OCQN01000001
MF541403,NZ_OCQN01000001
KU963258,NZ_CABEIC010000001.1
KU963251,NZ_CABEIC010000001.1
KU963250,NZ_CABEIC010000001.1
KU963253,NZ_CABEIC010000001.1
KU963252,NZ_CABEIC010000001.1
KU963255,NZ_CABEIC010000001.1
KU963254,NZ_CABEIC010000001.1
KU963257,NZ_CABEIC010000001.1
KU963256,NZ_CABEIC010000001.1
NC_028661,NZ_FOQB01000027.1
NC_028666,NZ_LHAD01000001.1
NC_028665,NZ_CABEIC010000001.1
NC_028664,NZ_UWXU01000001
NC_028669,NZ_CP023560
NC_028668,NZ_BAOP01000115.1
MK279860,LC361338
MK279861,NZ_LN831039.1
NC_013696,NZ_KZ846072.1
MK279863,LC361338
MK279864,NZ_LN831039.1
MK279865,NZ_LN831039.1
JF957056,NZ_LN831039.1
MK279867,LC361338
MK279868,LC361338
JF957059,NZ_LN831039.1
NC_013698,NZ_CP033724.1
NC_013055,CP024902
MK279900,NZ_CABEIC010000001.1
MK524526,NZ_LN831039.1
JN699002,NZ_LN831039.1
JN699003,NZ_LN831039.1
JN699004,NZ_LN831039.1
NC_017973,NZ_LN831039.1
MK524527,NZ_LN831039.1
MG198785,NZ_LN831039.1
JN699009,NZ_LN831039.1
NC_017978,NC_008261.1
KY213952,NZ_LN831039.1
MG198782,LC361338
NC_014901,NZ_LN831039.1
NC_014900,CP030026
NC_031233,NZ_CABEIC010000001.1
NC_022916,NZ_MUTR01000001.1
NC_013585,NZ_CP029289
KU985093,NZ_LN831039.1
KU985091,NZ_LN831039.1
KU985090,NZ_LN831039.1
KU985096,NZ_LN831039.1
KU985095,NZ_LN831039.1
KU985094,NZ_LN831039.1
NC_006356,NVUT01000001
KT818595,NZ_LN831039.1
NC_012093,NZ_FOQB01000027.1
KR997929,NZ_LN831039.1
NC_004589,NZ_CP010450.1
NC_028900,NZ_PKRZ01000001.1
KT716493,NZ_LN831039.1
NC_027329,CP030026
NC_028843,NZ_LN831039.1
NC_028842,NZ_LN831039.1
NC_028841,NZ_CP019687.1
NC_028846,NZ_LN831039.1
NC_028844,NZ_LN831039.1
NC_028689,NZ_LN831039.1
NC_028688,NZ_UWXU01000001
NC_028681,NZ_LN831039.1
NC_028680,NZ_LN831039.1
MG009575,NZ_LN831039.1
NC_028682,NZ_LN831039.1
NC_028685,NZ_NQCD01000010.1
NC_028687,NZ_LN831039.1
KM233455,NZ_LN831039.1
KM233454,NZ_LN831039.1
NC_019407,CP023315
NC_019405,CP023315
NC_021303,NZ_LN831039.1
NC_021302,NZ_LN831039.1
NC_021301,NZ_LN831039.1
MK392364,NZ_OCQN01000001
NC_021307,NZ_LN831039.1
NC_021306,NZ_LN831039.1
NC_021305,NZ_LN831039.1
NC_021304,NZ_CM001889
KX619650,NZ_LN831039.1
KX619651,NZ_LN831039.1
NC_021309,NZ_LN831039.1
NC_021308,NZ_LN831039.1
MK450434,NZ_LN831039.1
MK392368,QLNP01000098
JX411619,NZ_LN831039.1
NC_019539,CP030026
NC_019538,NZ_CP016990.1
MH669008,NZ_LN831039.1
MH669009,NZ_LN831039.1
MH669004,NZ_MIGA01000001
MH669005,NZ_LN831039.1
KU761558,NZ_LN831039.1
MH669007,NZ_CABEIC010000001.1
MH669000,NZ_CABEIC010000001.1
MH669001,NZ_LN831039.1
MH669002,NZ_LN831039.1
MH669003,NZ_LN831039.1
JF704100,NZ_LN831039.1
JF704101,NZ_LN831039.1
JF704102,NZ_LN831039.1
JF704103,NZ_LN831039.1
JF704104,NZ_LN831039.1
JF704105,NZ_LN831039.1
JF704106,NZ_LN831039.1
JF704107,NZ_LN831039.1
JF704108,NZ_LN831039.1
JF704109,NZ_LN831039.1
MG962376,NZ_LN831039.1
NC_010576,NZ_PKRZ01000001.1
NC_007967,NZ_CP020567.1
JF937105,NZ_LN831039.1
NC_020876,NZ_LN831039.1
NC_020877,NZ_CP023560
MK279862,LC361338
NC_020870,NZ_QMJJ01000010.1
NC_020871,CP027029
NC_010807,CP030026
KF841476,NZ_LN831039.1
NC_010808,NZ_CP023560
MG757160,NZ_LN831039.1
NC_010153,NZ_CP029289
MK359347,NZ_LN831039.1
MF668278,NZ_LN831039.1
MF668279,LC361338
KT347314,NZ_LN831039.1
MF668272,NZ_LN831039.1
MF668270,NZ_LN831039.1
MF668276,NZ_LN831039.1
MF668277,NZ_LN831039.1
MF668274,LC361338
MF668275,NZ_UFTQ01000001
MG757161,NZ_LN831039.1
KU984914,NZ_LN831039.1
NC_007052,NZ_CP023560
NC_016435,NZ_CP022580.1
NC_016434,NZ_CABEIC010000001.1
KX369584,NZ_LN831039.1
MH536823,CP019892
KX369586,NZ_LN831039.1
NC_028764,NZ_CP019870.1
MH536822,NZ_LN831039.1
GQ303264,NZ_LN831039.1
GQ303265,NZ_LN831039.1
GQ303266,NZ_LN831039.1
GQ303261,NZ_LN831039.1
GQ303262,NZ_LN831039.1
NC_028813,NZ_LN831039.1
NC_021471,NZ_AOLR01000018
KU568494,NZ_LN831039.1
MH001459,NZ_LN831039.1
MH001458,NZ_LN831039.1
MH001457,NZ_CM001889
MH001456,NZ_LN831039.1
MH001455,NZ_LN831039.1
MH001454,NZ_CABEIC010000001.1
MH001453,NZ_LN831039.1
MH001452,NZ_LN831039.1
MH001451,NZ_LN831039.1
MH001450,NZ_LN831039.1
NC_028951,NZ_CP019870.1
NC_027379,NC_010554.1
NC_028953,NZ_LN831039.1
NC_024217,NZ_JMSZ01000016
NC_000871,NZ_CP035306.1
MF766047,NZ_OCQN01000001
NC_011222,NC_003228.3
MH479909,NZ_LN831039.1
NC_028956,NC_021883.1
KT321476,NZ_LN831039.1
MF919499,NZ_LN831039.1
MF919498,NZ_LN831039.1
MF919493,NZ_LN831039.1
MF919492,NZ_LN831039.1
MF919490,NZ_LN831039.1
MF919497,NZ_LN831039.1
MF919496,NZ_LN831039.1
MF919495,NZ_LN831039.1
MF919494,NZ_LN831039.1
NC_003715,NZ_FOQB01000027.1
MH926062,NZ_LN831039.1
MH926060,NZ_LN831039.1
MH926061,CP032788
KR824843,NZ_LN831039.1
KF493883,NZ_LN831039.1
KT004677,NZ_LN831039.1
MH779503,NZ_LN831039.1
NC_029074,RXKE01000007
MH779501,NZ_CABEIC010000001.1
MH536819,NZ_CABEIC010000001.1
MH779507,NZ_LN831039.1
MH779505,NZ_LN831039.1
MH779504,NZ_CABEIC010000001.1
NC_007189,NC_011071.1
MH536813,NZ_LN831039.1
MH779509,NZ_LN831039.1
MH779508,NZ_CABEIC010000001.1
MH536816,NZ_LN831039.1
MH536817,NZ_LN831039.1
NC_030911,NZ_CABEIC010000001.1
NC_030912,NZ_AEUD01000047.1
NC_030913,NZ_CABEIC010000001.1
NC_030914,NZ_CABEIC010000001.1
KX664448,NZ_LN831039.1
NC_030917,NZ_CABEIC010000001.1
NC_030919,CP030026
KX664447,NZ_LN831039.1
JN020143,NZ_LN831039.1
JN020142,NZ_LN831039.1
JN020141,NZ_LN831039.1
JN020140,NZ_LN831039.1
MK112556,NZ_LN831039.1
NC_029093,NZ_LN831039.1
MK112554,NZ_LN831039.1
MK112555,NZ_LN831039.1
MK112552,NZ_LN831039.1
MK112553,NZ_LN831039.1
MK112551,NZ_LN831039.1
KF024733,NZ_LN831039.1
KF024734,NZ_LN831039.1
MK279910,NZ_LN831039.1
MK279911,NZ_CABEIC010000001.1
MK279912,NZ_CABEIC010000001.1
MK279913,NZ_LN831039.1
NC_024359,CP027029
NC_024358,NZ_CP047242.1
NC_016767,NZ_CP023567.1
NC_029100,NVTK01000009
NC_029102,NZ_MWMD01000001.1
NC_024357,NZ_FEBQ01000001.1
NC_029104,NZ_CP025545.1
NC_016761,CP030026
NC_029106,NZ_CP025774.1
MH316568,NZ_LN831039.1
KX574455,NZ_LN831039.1
MH316562,NZ_LN831039.1
KX534004,NZ_LN831039.1
MH316561,NZ_LN831039.1
MH316566,NZ_CABEIC010000001.1
MH316567,NZ_LN831039.1
MH316564,NZ_LN831039.1
MH316565,NZ_LN831039.1
NC_028674,NZ_LN831039.1
NC_028676,NZ_RPMX01000001.1
NC_028677,NC_012490.1
KR080199,NZ_LN831039.1
KR080198,NZ_LN831039.1
NC_028673,NZ_BAOP01000115.1
KR080195,NZ_LN831039.1
KR080194,NZ_LN831039.1
KR080197,NZ_LN831039.1
KR080196,NZ_LN831039.1
NC_028678,NZ_LN831039.1
KR080193,NZ_LN831039.1
MK279873,NZ_LN831039.1
MK279872,LC361338
MK279871,NZ_LN831039.1
MK279870,NZ_LN831039.1
MK279877,NZ_LN831039.1
MK279876,LC361338
MK279875,LC361338
MK279874,LC361338
MK279879,NZ_LN831039.1
MK279878,NZ_LN831039.1
NC_022328,NZ_LN831039.1
NC_022329,NZ_LN831039.1
KY224000,NZ_LN831039.1
KT438501,NZ_LN831039.1
KT438500,NZ_LN831039.1
NC_022324,NZ_LN831039.1
NC_022325,NZ_LN831039.1
KY676784,NZ_GG657757
JF937098,NZ_LN831039.1
JF937099,NZ_LN831039.1
KY204248,NZ_LN831039.1
KU998238,NZ_CABEIC010000001.1
KY676783,NZ_LN831039.1
NC_013647,NZ_UWXU01000001
KU998234,NZ_CABEIC010000001.1
KU998237,NZ_CABEIC010000001.1
KY204247,NZ_LN831039.1
JF937096,NZ_LN831039.1
JF937097,NZ_LN831039.1
JF937094,NZ_LN831039.1
JF937095,NZ_LN831039.1
JN699013,NZ_LN831039.1
JN699010,NZ_LN831039.1
JN699017,NZ_LN831039.1
JN699014,NZ_LN831039.1
MG198779,LC361338
JN699019,NZ_LN831039.1
JN699018,NZ_LN831039.1
NC_017968,NZ_CP023560
NC_020846,NZ_LK391965
NC_014461,NZ_LN831039.1
NC_019522,NC_012917.1
MF141539,NZ_LN831039.1
MF347638,NZ_CM001889
NC_028995,NZ_KB849641.1
MH399789,LC361338
MH399788,NZ_LN831039.1
MH399787,NZ_LN831039.1
MH399786,NZ_LN831039.1
MH399785,NZ_LN831039.1
MH399784,NZ_LN831039.1
MH399783,CP019892
MH399782,NZ_LN831039.1
MH399781,NZ_CABEIC010000001.1
KM400683,NZ_LN831039.1
NC_028859,NZ_CP023560
NC_028854,NZ_CP019687.1
MG925339,NZ_LN831039.1
JN391441,NZ_LN831039.1
NC_028857,NZ_CP024819.1
NC_027331,NZ_CP024819.1
NC_028852,NZ_LN831039.1
NC_028853,NC_021883.1
NC_028698,CP030026
NC_028699,CP030026
NC_028692,LC361338
NC_028693,NZ_KZ846072.1
NC_028690,NZ_LN831039.1
NC_028691,NZ_LN831039.1
NC_028696,CP030026
NC_028697,NZ_CP010450.1
NC_028695,NZ_LR134475.1
NC_019410,CP023315
NC_019411,CP023315
NC_029316,NZ_CP029289
NC_019416,NC_011071.1
NC_026598,NZ_LN831039.1
NC_026597,NZ_LN831039.1
NC_026596,NZ_LN831039.1
NC_026595,NZ_LN831039.1
MK112537,NZ_LN831039.1
NC_026593,NZ_LN831039.1
NC_026591,NZ_LN831039.1
NC_026590,NZ_LN831039.1
MK016498,NZ_LN831039.1
MG670586,CP019892
MK016494,NZ_LN831039.1
MK016495,CP019892
MK016496,NZ_LN831039.1
MK016497,CP019892
MK016490,QLNP01000098
MK016491,NZ_LN831039.1
MK016492,NZ_CABEIC010000001.1
MK016493,NZ_LT629739
MK450432,NZ_LN831039.1
MK450433,NZ_OCQN01000001
NC_021310,NZ_LN831039.1
NC_021311,NZ_LN831039.1
